_tid_,name,surname,birthyear,birthplace,position,team,city,stadium,season,manager
3118,yili junjie,walrath,1988,beaumont,goalkeeper,wolverhampton wanderers football club,glasgow,emirates stadium,2014,zhouhui rubio
1012,munir sajal,bottreau,1982-*,charleston,defender,valencia cf,montevideo,constant vanden stock stadium-*,2011,atsufumi comparetto
6452,gina kenta,besancenot,1976,mobile-*,forward,lille osc,munich,allianz arena olympic stadium munich-*,2010,masum kasprzak
8548,myla nikolaus,goni,1995,budapest,midfield,fc spartak moscow-*,istanbul,jan breydel stadium,2011,yki villano
10636,vishwani konrad,dingle,1983,casper,defender,club atletico velez sarsfield,athens,stadio artemio franchi,2012,srikanth chimia
9314,silvio rogelio,keskin,1988,pasco,defender,valencia cf,montevideo,santiago bernabeu stadium,2011,vagan smallwood
1761,ramakant elgin,schachter,1990,sun,midfield,fc anzhi makhachkala,tokyo,bmo field,2013,robert lally
3401,izak monte,mattison,1992,budapest,midfield,fc kaiserslautern,munich,stadio olimpico,2011,atsufumi comparetto
1095,leelanivas domenico,stolovitch,1975,nassau-*,defender,p.a.o.k fc,tokyo,king power stadium,2012,kazuhiko claybrook
11799,mahmut vyjayanti,dedood,1984,mobile,defender,fc bayern munich,seattle,san siro stadium,2011,atsufumi comparetto
11014,wendie benson,brunk,1996,ouagadougou,defender,aalborg boldspilklub,london,anfield,2014,rosangela ketz
3213,kioumars junbo,kavvadias,1990,beaumont,forward,boavista f.c.,naples,veltins-arena,2015,duckyoung padhye
2225,fortune orestes,waack,1989,cape,forward,juventus-*,salvador,bmo field,2010,masum kasprzak
3856,takenobu leighton,derby,1989,savannah,forward,valencia cf,montevideo,stadio olimpico,2011,vagan smallwood
10015,ayal waeil,haining,1981-*,wichita,defender,lille osc,munich,allianz arena olympic stadium munich-*,2010,masum kasprzak
2485,rudie subbu,hermanns,1992,sao,midfield,juventus,salvador,bmo field,2015,sigenobu bodagala
6315,masahisa prabhav,blaschek,1980,indianapolis,midfield-*,fc nordsjelland-*,moscow,estadio da luz,2011,cees gunal
7247,alper ehud,lichnewsky,1988,ontario,goalkeeper,valencia cf,montevideo,camp nou,2011,veit luks
1385,hongsing marla,kubicka,1993,barcelona,goalkeeper,montpellier hsc,recife,stade velodrome,2013,bernando jesus
5179,hing seichi,kehrer,1990,conakry,midfield,toronto fc,stuttgart,camp nou,2014,kazuhiko claybrook
12479,drago slava,rael,1995,dakar,goalkeeper,juventus,salvador,bmo field,2015,sigenobu bodagala
1662,petko maogang,usha,1986,nice,defender,p.a.o.k fc,tokyo,king power stadium,2012,sreenivas wohr
5557,toshiro ryouichi,nekvinda,1976,great,midfield-*,fc midtjylland-*,houston,stade louis ii,2011,mattan edelhoff
1749,izak monte,mattison,1992,budapest,midfield,fc kaiserslautern,munich,stadio olimpico,2011,atsufumi comparetto
5678,yuka prakash,hopewell,1991,tallahassee,forward,boavista f.c.,hamburg,estadio da luz,2015,duckyoung padhye
8949,baoling takehiro,astor,1977,gulfport-*,defender,valencia cf,montevideo,santiago bernabeu stadium,2011,vagan smallwood
7499,jami waqar,longobardi,1988,aguascalientes,midfield,the new saints f.c.,arlington,parc des princes,2012,mayan tautenhahn
3805,baoling takehiro,astor,1977,gulfport-*,defender,valencia cf,montevideo,santiago bernabeu stadium,2011,vagan smallwood
3697,lorraine hussein,sokolin,1993,idaho,defender,royal antwerp f.c.-*,london,santiago bernabeu stadium,2011,rashi papadourakis
10429,myla nikolaus,goni,1995,budapest,midfield,fc spartak moscow-*,istanbul,jan breydel stadium,2011,yki villano
5512,martii mischa,matyska,1978,pasco,goalkeeper,p.a.o.k fc,brasilia,king power stadium,2011,xiaomin saoudi
2185,huajun haijo,zajak,1982,conakry,forward,juventus,salvador,bmo field,2014,sigenobu bodagala
901,chengdian brijesh,kavasseri,1979,ontario,midfield-*,fc dinamo bucuresti,hamburg,king power stadium,2013,suranjan sakurai
85,hideaki sava,burtschick,1988,guatemala,midfield,sport club internacional,montreal,king power stadium,2013,soung alt
9995,luitpold avra,guyton,1981-*,des,goalkeeper,valencia cf,montevideo,constant vanden stock stadium-*,2011,veit luks
10314,anandeep marinus,balboni,1994,guangzhou,midfield,borussia monchengladbach,cardiff,estadio da luz,2012,jeremy cantu
7163,jinsei ranjeev,blix,1983-*,cozumel,midfield,wolverhampton wanderers football club,dortmund,stadio san paolo,2013,sigenobu bodagala
8642,pierangela sudha,tulley,1986,greensboro,goalkeeper,wolverhampton wanderers football club,glasgow,emirates stadium,2012,zhouhui rubio
10645,yadran mechthild,rayne,1983,south,forward,fc anzhi makhachkala,tokyo,bmo field,2011,robert lally
9981,chitresh harlan,babb,1991,copenhagen,midfield,forest green rovers f.c.,solna,allianz arena olympic stadium munich,2012,srikanth chimia
6370,jianlin guanghui,rudstrom,1979,des,forward,a.c. perugia calcio,solna,donbass arena,2011,nabih rios
1573,matthey toshihisa,bowhill,1983-*,colorado,defender,new york red bulls,brasilia,san siro stadium,2011,atsufumi comparetto
8389,gongzhu youngmok,kubicar,1979,warsaw,midfield-*,fk partizan,orlando,king power stadium,2012,robbert flach
1724,geraud pat,sherratt,1976,wilkes-*,midfield,boavista f.c.,naples,veltins-arena,2014,torsten fedou
8939,hunter yaling,gubitoso,1982-*,amsterdam,defender,new york red bulls,solna,balaidos,2011,jiangling micheaux
892,lorrin kazuki,gabalda,1991,veracruz,midfield,fk partizan,orlando,king power stadium,2012,robbert flach
1436,sangjin martin,sezan,1985,lisbon,defender,clube de regatas do flamengo,rio de janeiro,stadio olimpico,2011,jeremy cantu
3307,yannick ronald,schwartzel,1977,beaumont,forward-*,aalborg boldspilklub,london,anfield,2014,rosangela ketz
2448,hiroyuke hagbal,ro;dl,1992,montgomery,goalkeeper,royal antwerp f.c.,london,bmo field,2011,atsufumi comparetto
511,ruck williams,leenaerts,1995,nice,midfield,grasshopper club zurich,moscow,gerhard hanappi stadium,2015,olavi gurd
7007,fuyau boo,grillner,1987,pocatello,midfield,clube de regatas do flamengo-*,rio de janeiro,stadio olimpico,2011,xiaolei ronchette
12439,kazumiti pin,ziavras,1980-*,orange,defender,new york red bulls,brasilia,san siro stadium,2012,atsuyuki jayaprakash
8672,theordore zhaoqian,devroye,1991,lexington,defender,the new saints f.c.,arlington,parc des princes,2012,mayan tautenhahn
1057,surapol yechezkel,noltemeier,1984,reno,midfield,a.c. perugia calcio,solna,balaidos,2013,aiqun levergood
3335,huajun haijo,zajak,1982,conakry,forward,juventus,salvador,bmo field,2014,sigenobu bodagala
10422,surnjani catharine,marciano,1980-*,puebla,forward,seattle sounders,dortmund,stadio san paolo,2013,aiqun levergood
5318,setsuo gay,preas,1980,south,goalkeeper-*,new york red bulls,solna,balaidos,2011,jiangling micheaux
9967,petko maogang,usha,1986,nice,defender,p.a.o.k fc,brasilia,king power stadium,2012,sreenivas wohr
341,fiora avinash,rosinski,1993,palm,defender,the new saints f.c.,arlington,parc des princes,2014,robbert flach
9452,devina qutaibah,schloegel,1997,charleston,goalkeeper,boavista f.c.,naples,veltins-arena,2014,torsten fedou
9566,rudie subbu,hermanns,1992,sao,midfield,juventus,salvador,bmo field,2015,sigenobu bodagala
6963,yooichi hemant,valette,1976,amarillo-*,goalkeeper,boavista f.c.,naples,veltins-arena,2014,piera faustini
289,judy brant,prenel,1978,worcester,goalkeeper,fc spartak moscow,istanbul,jan breydel stadium-*,2011,atsufumi comparetto
4368,huajun haijo,zajak,1982,conakry,forward,juventus,salvador,bmo field,2014,sigenobu bodagala
2180,saydean eiichi,alpuente,1983-*,asheville,forward,fc dinamo bucuresti,hamburg,king power stadium,2013,robert lally
10624,guisseppi abdelmadjid,newstead,1994,istanbul,midfield,boavista f.c.,naples,veltins-arena,2015,duckyoung padhye
11475,osmar norton,gove,1975,paris,defender-*,clube de regatas do flamengo-*,rio de janeiro,stadio olimpico,2011,xiaolei ronchette
11165,klaus nicu,strevell,1979,roanoke,forward-*,valencia cf,montevideo,constant vanden stock stadium-*,2011,vagan smallwood
6585,petko maogang,usha,1986,nice,midfield,wolverhampton wanderers football club,glasgow,emirates stadium,2012,sigenobu bodagala
10028,yili junjie,walrath,1988,beaumont,goalkeeper,wolverhampton wanderers football club,glasgow,emirates stadium,2014,zhouhui rubio
5,caryl moninder,obermaier,1984,warsaw,forward,vfl wolfsburg,solna,allianz arena olympic stadium munich,2011,atsufumi comparetto
1952,huajun haijo,zajak,1982,conakry,forward,juventus,salvador,bmo field,2014,sigenobu bodagala
11364,zizette polina,herger,1980-*,el,midfield,acf fiorentina,hamburg,king power stadium,2013,aiqun levergood
3728,jialin huan,rensink,1976,billings-*,midfield,s.c. braga,gelsenkirchen,sporting park,2013,henryk kochs
395,ayal waeil,haining,1981-*,wichita,goalkeeper,west ham united f.c.,solna,donbass arena,2013,masum kasprzak
3019,yasusi seongyeol,clemm,1997,des,midfield,grasshopper club zurich,moscow,gerhard hanappi stadium,2015,olavi gurd
9918,cherri toshiaki,musselman,1984,valdosta,goalkeeper,the new saints f.c.,london,santiago bernabeu stadium,2011,mayan tautenhahn
7277,jeroen yiyun,henriksson,1981-*,tri,midfield,juventus-*,salvador,bmo field,2010,masum kasprzak
2528,tatuo bongki,scofield,1992,birmingham,defender,fc bayern munich,seattle,san siro stadium,2011,atsufumi comparetto
5157,athushi belli,gull,1977,key-*,defender,s.c. braga,gelsenkirchen,sporting park,2014,bernando jesus
6419,martii mischa,matyska,1978,pasco,midfield-*,sport club internacional-*,montreal,king power stadium,2011,berardo gerber
9595,guardian yongjoon,pierro,1994,chattanooga,forward,p.a.o.k fc,brasilia,king power stadium,2012,xiaomin saoudi
10233,munir sajal,bottreau,1982-*,charleston,defender,valencia cf,montevideo,constant vanden stock stadium-*,2011,veit luks
7437,jacob efthimis,guoxing,1986,appleton,forward,a.c. perugia calcio,solna,donbass arena,2014,nabih rios
2642,horace gunnvald,danneberg,1993,guatemala,goalkeeper,s.c. braga,gelsenkirchen,sporting park,2013,bernando jesus
7493,yasusi seongyeol,clemm,1997,des,defender,fk partizan,orlando,white hart lane,2012,ravindra grnarov
7933,vijay ravindranath,codenie,1985,montreal,midfield,wolverhampton wanderers football club,dortmund,stadio san paolo,2013,sigenobu bodagala
10196,christopher stamos,munster,1993,berlin,defender,boavista f.c.,naples,veltins-arena,2013,srikanth chimia
3345,salim uday,buttyan,1986,beaumont,defender,fk partizan,orlando,white hart lane,2011,ravindra grnarov
1492,bienvenido hussein,benaini,1992,washington,midfield,fc bayern munich,seattle,san siro stadium,2011,atsufumi comparetto
6953,noe aurelie,konikowska,1976,jacksonville-*,defender,new york red bulls,solna,allianz arena olympic stadium munich,2012,atsuyuki jayaprakash
701,fortune orestes,waack,1989,cape,forward,juventus-*,salvador,bmo field,2010,masum kasprzak
5327,yadran mechthild,rayne,1983,south,defender,new york red bulls,solna,allianz arena olympic stadium munich,2012,atsuyuki jayaprakash
8914,anke ute,weener,1995,kiev,defender,a.c. perugia calcio,solna,balaidos,2013,aiqun levergood
2930,gang vivekananda,hofstetter,1983-*,mobile,defender,p.a.o.k fc,tokyo,king power stadium,2012,kazuhiko claybrook
6690,drago slava,rael,1995,dakar,goalkeeper,juventus,salvador,bmo field,2015,sigenobu bodagala
9454,rudie subbu,hermanns,1992,sao,midfield,juventus,salvador,bmo field,2015,sigenobu bodagala
11317,hongsing marla,kubicka,1993,barcelona,goalkeeper,montpellier hsc,recife,stade velodrome,2013,bernando jesus
9228,afke vlad,tischendorf,1997,worcester,midfield,borussia monchengladbach,cardiff,estadio da luz,2012,jeremy cantu
5102,athushi belli,gull,1977,key-*,defender,s.c. braga,gelsenkirchen,sporting park,2014,bernando jesus
7850,hongsing marla,kubicka,1993,barcelona,goalkeeper,montpellier hsc,recife,stade velodrome,2013,bernando jesus
3239,lundy bharathi,remp,1979,elko,forward-*,new york red bulls,solna,balaidos,2011,jiangling micheaux
3255,krishnaprasad hiu,llewellyn,1984,nassau,midfield,acf fiorentina,hamburg,amsterdam arena,2013,mattan edelhoff
9186,gesine tilmann,cagman,1996,corpus,defender,vfl wolfsburg,solna,westfalenstadion,2011,atsufumi comparetto
4188,lundy bharathi,remp,1979,elko,forward-*,new york red bulls,solna,balaidos,2011,jiangling micheaux
8105,izak monte,mattison,1992,budapest,midfield,fc kaiserslautern,munich,stadio olimpico,2011,atsufumi comparetto
11141,lorrin kazuki,gabalda,1991,veracruz,midfield,fk partizan,orlando,king power stadium,2012,robbert flach
1768,lui sherry,osterloh,1983-*,elko,goalkeeper,s.c. braga,gelsenkirchen,sporting park,2013,bernando jesus
3399,jefferson chenxi,goss,1987,rochester,defender,p.a.o.k fc,tokyo,king power stadium,2012,xiaomin saoudi
1363,laird capers,aigrain,1990,vail,midfield,valencia cf,montevideo,stadio olimpico,2011,atsufumi comparetto
8694,jianlin guanghui,rudstrom,1979,des,defender-*,s.c. braga-*,gelsenkirchen,sporting park,2011,anupam oxenboll
141,saydean eiichi,alpuente,1983-*,asheville,forward,the new saints f.c.,arlington,parc des princes,2012,mayan tautenhahn
1118,ernest chiemi,broch,1989,birmingham,defender,a.c. perugia calcio,solna,balaidos,2013,aiqun levergood
5077,myla nikolaus,goni,1995,budapest,midfield,valencia cf,montevideo,stadio olimpico,2011,veit luks
8989,guisseppi abdelmadjid,newstead,1994,istanbul,midfield,juventus,salvador,bmo field,2012,ilyoung giese
9461,vishwani konrad,dingle,1983,casper,defender,club atletico velez sarsfield,athens,stadio artemio franchi,2012,srikanth chimia
915,bhuwan percy,bouabdallah,1984,guangzhou,forward,west ham united f.c.,solna,allianz arena olympic stadium munich,2011,atsufumi comparetto
6567,athushi belli,gull,1977,key-*,defender,a.c. perugia calcio,solna,donbass arena,2014,nabih rios
9021,catherina loan,kolvik,1980,killeen,defender-*,forest green rovers f.c.,solna,allianz arena olympic stadium munich,2012,srikanth chimia
8693,salim uday,buttyan,1986,beaumont,defender,fk partizan,orlando,white hart lane,2011,ravindra grnarov
306,clay pawel,kadar,1991,sarasota,defender,royal antwerp f.c.,london,bmo field,2011,atsufumi comparetto
465,petko maogang,usha,1986,nice,defender,fc kaiserslautern,munich,stadio olimpico,2011,atsufumi comparetto
4804,oryal tohru,mikelsons,1997,zihuatenejo,forward,boavista f.c.,naples,veltins-arena,2015,duckyoung padhye
10935,hongsing marla,kubicka,1993,barcelona,goalkeeper,montpellier hsc,recife,stade velodrome,2013,bernando jesus
3254,rudie subbu,hermanns,1992,sao,midfield,juventus,salvador,bmo field,2015,sigenobu bodagala
3831,krishnaprasad hiu,llewellyn,1984,nassau,midfield,acf fiorentina,hamburg,estadio da luz,2014,atsuyuki jayaprakash
8628,brad zhaofang,dighe,1977,frankfurt-*,defender,a.c. perugia calcio,solna,donbass arena,2011,atsufumi comparetto
9762,judy brant,prenel,1978,worcester,goalkeeper-*,west ham united f.c.,solna,allianz arena olympic stadium munich,2011,atsufumi comparetto
9061,gernod sowmitri,harloff,1991,monterrey,forward,tianjin teda f.c.,cardiff,estadio da luz-*,2011,ryouji dare
5824,ruck williams,leenaerts,1995,nice,midfield,grasshopper club zurich,moscow,gerhard hanappi stadium,2015,olavi gurd
3922,magne chihping,jungst,1990,durban,forward,fc anzhi makhachkala,tokyo,bmo field,2013,robert lally
11092,martii mischa,matyska,1978,pasco,goalkeeper,p.a.o.k fc,brasilia,king power stadium,2011,xiaomin saoudi
2813,slawomir wanli,bertsekas,1996,valdosta,forward,a.c. perugia calcio,solna,donbass arena,2014,nabih rios
6458,graham kukhamay,mccain,1989,barcelona,midfield,s.c. braga,gelsenkirchen,sporting park,2013,vagan smallwood
2052,tejwansh klemens,annaratone,1994,shannon,defender,aalborg boldspilklub,london,anfield,2014,rosangela ketz
4468,renganathan sihai,godo,1989,baton,midfield,the new saints f.c.,arlington,parc des princes,2012,robbert flach
6088,gang vivekananda,hofstetter,1983-*,mobile,midfield,fc dinamo bucuresti,hamburg,king power stadium,2013,suranjan sakurai
10409,velimir solveig,andraka,1988,hartford,defender,west ham united f.c.,solna,donbass arena,2013,masum kasprzak
4377,ruck williams,leenaerts,1995,nice,midfield,grasshopper club zurich,moscow,gerhard hanappi stadium,2015,olavi gurd
6989,takenobu leighton,derby,1989,savannah,defender,juventus,salvador,bmo field,2011,sigenobu bodagala
9748,sangjin martin,sezan,1985,lisbon,defender,clube de regatas do flamengo,rio de janeiro,stadio olimpico,2011,jeremy cantu
9141,bienvenido hussein,benaini,1992,washington,midfield,fc bayern munich,seattle,san siro stadium,2011,atsufumi comparetto
10530,toshiro ryouichi,nekvinda,1976,great-*,forward,p.a.o.k fc,brasilia,king power stadium,2012,xiaomin saoudi
1079,jinsei ranjeev,blix,1983-*,cozumel,midfield,wolverhampton wanderers football club,dortmund,stadio san paolo,2013,sigenobu bodagala
3975,tatuo bongki,scofield,1992,birmingham,forward,s.c. braga,gelsenkirchen,sporting park,2013,shyamala gibbs
1883,gina kenta,besancenot,1976,mobile-*,forward,seattle sounders,dortmund,stadio san paolo,2011,atsufumi comparetto
4298,hongsing marla,kubicka,1993,barcelona,goalkeeper,montpellier hsc,recife,stade velodrome,2013,bernando jesus
4383,boyan witold,symes,1986,vail,midfield,clube de regatas do flamengo,rio de janeiro,stadio olimpico,2013,jeremy cantu
107,catherina loan,kolvik,1980,killeen,defender-*,forest green rovers f.c.,solna,allianz arena olympic stadium munich,2012,srikanth chimia
5853,roger kazi,kraetzl,1990,macon,midfield,sport club internacional-*,montreal,king power stadium,2011,berardo gerber
269,brad zhaofang,dighe,1977,frankfurt-*,defender,a.c. perugia calcio,solna,donbass arena,2011,atsufumi comparetto
11476,gang vivekananda,hofstetter,1983,mobile,defender,p.a.o.k fc,brasilia,king power stadium,2011,kazuhiko claybrook
7852,tatuo bongki,scofield,1992,birmingham,forward,s.c. braga,gelsenkirchen,sporting park,2013,shyamala gibbs
11952,myla nikolaus,goni,1995,budapest,midfield,fc spartak moscow-*,istanbul,jan breydel stadium,2011,yki villano
7043,salim uday,buttyan,1986,beaumont,defender,fk partizan,orlando,white hart lane,2011,ravindra grnarov
4785,petko maogang,usha,1986,nice,defender,p.a.o.k fc,tokyo,king power stadium,2012,sreenivas wohr
4279,ichiang hanan,kappner,1993,lyon,forward,aik solna,mexico city,vicente calderon stadium-*,2010,masum kasprzak
8772,surapol yechezkel,noltemeier,1984,reno,midfield,valencia cf,montevideo,constant vanden stock stadium-*,2011,vagan smallwood
5066,otthein naftaly,hogan,1976,salvador-*,defender,club atletico velez sarsfield,athens,stadio artemio franchi,2014,srikanth chimia
9145,guilang prasant,clasen,1982-*,fairbanks,forward,new york red bulls,brasilia,san siro stadium,2012,atsuyuki jayaprakash
1700,vishwani konrad,dingle,1983,casper,defender,club atletico velez sarsfield,athens,stadio artemio franchi,2012,srikanth chimia
1506,yoonjoon eila,yannakoudakis,1996,shannon,midfield,new york red bulls,brasilia,allianz arena olympic stadium munich,2011,atsufumi comparetto
7609,nili reese,kopanas,1975,augusta-*,goalkeeper,fc anzhi makhachkala,tokyo,bmo field,2013,robert lally
1536,vassilios rildo,cippico,1997,green,forward,a.c. perugia calcio,solna,donbass arena,2011,atsufumi comparetto
4989,magne chihping,jungst,1990,durban,midfield,juventus-*,salvador,bmo field,2010,masum kasprzak
11930,jim jaak,tchernykh,1990,toulouse,midfield,juventus,salvador,bmo field,2012,ilyoung giese
1350,judy brant,prenel,1978,worcester,midfield,juventus,salvador,bmo field,2011,sigenobu bodagala
4360,hayo laks,hooghiemstra,1986,memphis,goalkeeper,a.c. perugia calcio,solna,donbass arena,2014,nabih rios
5755,dagmar marilde,shackel,1985,memphis,goalkeeper,royal antwerp f.c.-*,london,santiago bernabeu stadium,2011,rashi papadourakis
10070,laird capers,aigrain,1990,vail,defender,fc anzhi makhachkala,tokyo,bmo field,2013,robert lally
5164,jim jaak,tchernykh,1990,toulouse,midfield,wolverhampton wanderers football club,dortmund,stadio san paolo,2013,sigenobu bodagala
11337,munir sajal,bottreau,1982-*,charleston,defender,valencia cf,montevideo,constant vanden stock stadium-*,2011,veit luks
8004,gesine tilmann,cagman,1996,corpus,midfield,boavista f.c.,naples,veltins-arena,2013,srikanth chimia
4920,boijdar michal,yntema,1982-*,beaumont,midfield,clube de regatas do flamengo,rio de janeiro,stadio olimpico,2013,jeremy cantu
11051,sylvie nathalie,yang,1983,long,goalkeeper,new york red bulls,solna,balaidos,2011,jiangling micheaux
7075,devina qutaibah,schloegel,1997,charleston,goalkeeper,royal antwerp f.c.-*,london,santiago bernabeu stadium,2011,rashi papadourakis
9632,jim jaak,tchernykh,1990,toulouse,midfield,juventus,salvador,bmo field,2012,ilyoung giese
9122,anke ute,weener,1995,kiev,defender,juventus,salvador,bmo field,2012,ilyoung giese
1542,peteris yusuf,maxson,1989,tokyo,midfield,acf fiorentina,hamburg,estadio da luz,2014,atsuyuki jayaprakash
11906,cherri toshiaki,musselman,1984,valdosta,goalkeeper,the new saints f.c.,london,santiago bernabeu stadium,2011,mayan tautenhahn
6601,guardian yongjoon,pierro,1994,chattanooga,forward,p.a.o.k fc,brasilia,king power stadium,2012,xiaomin saoudi
9308,andres yahya,wolin,1980,istanbul,goalkeeper,sv werder bremen,barcelona,boleyn ground,2011,sigenobu bodagala
6935,abhaya win,senator,1978,el,defender-*,a.c. perugia calcio,solna,allianz arena olympic stadium munich,2014,bon kruiskamp
10129,fortune orestes,waack,1989,cape,forward,juventus-*,salvador,bmo field,2010,masum kasprzak
2762,surapol yechezkel,noltemeier,1984,reno,midfield,valencia cf,montevideo,constant vanden stock stadium-*,2011,atsufumi comparetto
8500,andres yahya,wolin,1980,istanbul,goalkeeper,boavista f.c.,naples,veltins-arena,2011,piera faustini
3826,brad zhaofang,dighe,1977,frankfurt-*,defender,p.a.o.k fc,tokyo,bmo field,2012,xiaomin saoudi
12349,brad zhaofang,dighe,1977,frankfurt-*,defender,a.c. perugia calcio,solna,donbass arena,2011,atsufumi comparetto
10054,jianlin guanghui,rudstrom,1979,des,defender-*,s.c. braga-*,gelsenkirchen,sporting park,2011,anupam oxenboll
